route@router1:~/el15066/erigon$ ./build/bin/erigon --datadir /media/route/sx8200/erigon/data/ --ethash.dagdir /media/route/sx8200/erigon/ethash/
INFO[10-09|12:05:29.628] Build info                               git_branch=from_2021_08_05 git_tag=v2021.08.05-2-gce32b1089 git_commit=ce32b10891ca2a77c63a6b2fc6b88597aee5f7aa
INFO[10-09|12:05:29.628] Starting Erigon on Ethereum mainnet... 
INFO[10-09|12:05:29.632] Maximum peer count                       ETH=100 total=100
INFO[10-09|12:05:29.632] Set global gas cap                       cap=50000000
INFO[10-09|12:05:29.670] Opening Database                         label=chaindata path=/media/route/sx8200/erigon/data/chaindata
INFO[10-09|12:05:29.673] database closed                          label=chaindata
INFO[10-09|12:05:29.673] Opening Database                         label=chaindata path=/media/route/sx8200/erigon/data/chaindata
INFO[10-09|12:05:29.675] Initialised chain configuration          config="{ChainID: 1 Homestead: 1150000 DAO: 1920000 DAOSupport: true EIP150: 2463000 EIP155: 2675000 EIP158: 2675000 Byzantium: 4370000 Constantinople: 7280000 Petersburg: 7280000 Istanbul: 9069000, Muir Glacier: 9200000, Berlin: 12244000, London: 12965000, Engine: ethash}"
INFO[10-09|12:05:29.675] Disk storage enabled for ethash DAGs     dir=/media/route/sx8200/erigon/ethash count=2
INFO[10-09|12:05:29.676] Initialising Ethereum protocol           network=1
INFO[10-09|12:05:29.676] Effective                                prune="--prune="
INFO[10-09|12:05:29.676] Starting private RPC server              on=127.0.0.1:9090
INFO[10-09|12:05:31.158] Stage Headers                   (Download headers) 
INFO[10-09|12:05:31.158] Stage Headers                   Done 
INFO[10-09|12:05:31.158] Stage BlockHashes               (Write block hashes) 
INFO[10-09|12:05:31.158] Stage BlockHashes               Done 
INFO[10-09|12:05:31.158] Stage CreateHeadersSnapshot     disabled. Enable by --snapshot.layout 
INFO[10-09|12:05:31.158] Stage Bodies                    (Download block bodies) 
INFO[10-09|12:05:31.158] Stage Bodies                    Done 
INFO[10-09|12:05:31.158] Stage CreateBodiesSnapshot      disabled. Enable by --snapshot.layout 
INFO[10-09|12:05:31.158] Stage Senders                   (Recover senders from tx signatures) 
INFO[10-09|12:05:31.159] Stage Senders                   Done 
INFO[10-09|12:05:31.159] Stage Execution                 (Execute blocks w/o hash checks) 
INFO[10-09|12:05:31.159] [7/18 Execution] Blocks execution        from=7499999 to=7549999
A 7500000 0 f9d866fa4a1a56d4d87b43af2885d04b1a793761
A 7500000 0 ea3de549afbffa291b4cc075ba84acdc680e5ee6
I 7500000 0 ea3de549afbffa291b4cc075ba84acdc680e5ee6
A 7500000 0 829bd824b016326a401d083b33d092293333a830
A 7500000 1 d8129c78437e177e59e15b9e7d8dc4fda520b029
A 7500000 1 066bc6836d8afe1fd20f85ce6a9a9489d0602239
A 7500000 2 df5662248182270da3b7582d303cfb2d5e62ec23
A 7500000 2 4824c9e71e9430a1f4a15f0c9de9df5e4b74b627
A 7500000 3 32be343b94f860124dc4fee278fdcbd38c102d88
A 7500000 3 450ca9515688237ac7e129691d8ac0fc114e0bd0
