 1, 12845, 141505, 10922, 1713, 10948
 2,  4097, 142086, 10924, 1719, 10922
 3,  2724, 141014, 10797, 1688, 10901
 4,  2467, 140379, 10713, 1682, 10822
 5,  2426, 141351, 10880, 1720, 10916
 6,  2377, 140383, 10758, 1685, 10833
 7,  2280, 141299, 10819, 1704, 10904
 8,  2304, 141303, 10827, 1707, 10863
 9,  2322, 141579, 10815, 1715, 10991
10,  3714, 142329, 11003, 1724, 11006
